,location,total_sqft,bath,price,bhk
4777,Mahalakshmi Layout,1105.0,2.0,80.0,2
4778,Mahalakshmi Layout,1200.0,2.0,110.0,3
4779,Mahalakshmi Layout,1876.0,3.0,150.0,3
4780,Mallasandra,1665.0,3.0,95.0,3
4781,Mallasandra,1665.0,3.0,86.58,3
4782,Mallasandra,1340.0,2.0,61.0,2
4783,Mallasandra,1325.0,2.0,70.0,2
4784,Mallasandra,1665.0,3.0,86.91,3
4785,Mallasandra,1325.0,2.0,70.0,2
4786,Mallasandra,905.0,2.0,40.0,2
4787,Mallasandra,1325.0,2.0,65.0,2
4788,Mallasandra,1325.0,2.0,73.0,2
4789,Mallasandra,1565.0,2.0,69.0,2
4790,Mallasandra,905.0,2.0,35.0,2
4792,Mallasandra,1100.0,2.0,76.3,3
4793,Malleshpalya,1140.0,2.0,46.5,2
4794,Malleshpalya,1225.0,2.0,46.86,2
4796,Malleshpalya,1052.0,2.0,50.0,2
4797,Malleshpalya,1405.0,2.0,77.0,3
4798,Malleshpalya,1065.0,2.0,50.0,2
4799,Malleshpalya,1210.0,2.0,55.0,2
4801,Malleshpalya,1060.0,2.0,40.0,2
4802,Malleshpalya,1430.0,2.0,69.5,3
4803,Malleshpalya,1421.0,2.0,90.0,2
4804,Malleshpalya,1245.0,2.0,55.0,2
4805,Malleshpalya,1200.0,2.0,46.0,2
4806,Malleshpalya,1225.0,2.0,52.0,2
4807,Malleshwaram,705.0,1.0,67.0,1
4808,Malleshwaram,12000.0,7.0,2200.0,7
4809,Malleshwaram,2500.0,5.0,325.0,4
4810,Malleshwaram,2006.0,3.0,297.0,3
4811,Malleshwaram,686.0,1.0,62.5,1
4812,Malleshwaram,2475.0,4.0,332.0,3
4813,Malleshwaram,2610.0,3.0,399.0,3
4814,Malleshwaram,2475.0,4.0,320.0,3
4815,Malleshwaram,900.0,2.0,95.0,2
4816,Malleshwaram,1420.0,2.0,158.0,2
4817,Malleshwaram,2000.0,3.0,250.0,3
4818,Malleshwaram,2215.0,3.0,275.0,3
4819,Malleshwaram,1600.0,3.0,160.0,3
4820,Malleshwaram,2475.0,4.0,300.0,3
4821,Malleshwaram,2345.0,2.0,293.0,3
4823,Malleshwaram,2215.0,4.0,310.0,3
4824,Malleshwaram,480.0,1.0,60.0,1
4825,Malleshwaram,1290.0,2.0,120.0,2
4826,Malleshwaram,2475.0,4.0,326.0,3
4827,Malleshwaram,2476.0,3.0,337.0,3
4828,Malleshwaram,900.0,2.0,90.0,2
4830,Malleshwaram,2050.0,4.0,270.0,3
4831,Malleshwaram,900.0,2.0,72.0,2
4832,Malleshwaram,620.0,1.0,86.8,1
4833,Malleshwaram,2475.0,4.0,337.0,3
4834,Malleshwaram,2215.0,3.0,275.0,3
4835,Malleshwaram,2215.0,3.0,330.0,3
4837,Malleshwaram,1020.0,2.0,80.0,2
4838,Malleshwaram,2200.0,3.0,275.0,3
4839,Malleshwaram,2475.0,4.0,326.0,3
4840,Malleshwaram,1500.0,2.0,140.0,2
4841,Malleshwaram,2475.0,4.0,340.0,3
4842,Malleshwaram,1400.0,2.0,190.0,2
4843,Malleshwaram,2475.0,4.0,300.0,3
4844,Malleshwaram,2400.0,3.0,380.0,3
4845,Malleshwaram,580.0,1.0,45.0,1
4846,Malleshwaram,1410.0,2.0,125.0,2
4849,Marathahalli,1220.0,2.0,57.0,2
4850,Marathahalli,1200.0,2.0,52.0,2
4851,Marathahalli,1200.0,2.0,60.0,2
4852,Marathahalli,1933.0,3.0,140.0,3
4853,Marathahalli,950.0,2.0,46.96,2
4854,Marathahalli,1230.0,2.0,80.0,2
4855,Marathahalli,3800.0,4.0,250.0,4
4856,Marathahalli,1019.0,2.0,49.85,2
4857,Marathahalli,1215.0,2.0,67.0,2
4858,Marathahalli,2181.0,3.0,152.0,4
4859,Marathahalli,1170.0,2.0,53.0,2
4860,Marathahalli,1019.0,2.0,49.86,2
4861,Marathahalli,1325.0,2.0,71.55,2
4862,Marathahalli,1220.0,2.0,56.5,2
4864,Marathahalli,1152.0,2.0,56.0,2
4865,Marathahalli,1610.0,3.0,90.0,3
4866,Marathahalli,1146.0,2.0,70.0,2
4868,Marathahalli,1469.0,3.0,89.0,3
4873,Marathahalli,2519.0,5.0,185.0,4
4875,Marathahalli,957.0,2.0,46.9,2
4876,Marathahalli,1583.0,3.0,105.0,3
4877,Marathahalli,2524.0,5.0,190.0,4
4881,Marathahalli,1071.0,2.0,52.25,2
4882,Marathahalli,1215.0,2.0,58.86,2
4883,Marathahalli,1102.0,2.0,53.67,2
4884,Marathahalli,1900.0,3.0,123.0,3
4885,Marathahalli,1045.0,2.0,60.0,2
4887,Marathahalli,1215.0,2.0,58.86,2
4888,Marathahalli,1365.0,2.0,73.0,2
4893,Marathahalli,1208.0,2.0,70.0,2
4894,Marathahalli,1325.0,1.0,92.0,2
4895,Marathahalli,1525.0,3.0,90.0,3
4896,Marathahalli,1937.0,3.0,140.0,3
4897,Marathahalli,1550.0,3.0,83.0,3
4898,Marathahalli,1350.0,2.0,86.0,2
4899,Marathahalli,957.0,2.0,47.0,2
4901,Marathahalli,1230.0,2.0,57.0,2
4902,Marathahalli,1200.0,2.0,58.0,2
4904,Marathahalli,607.0,1.0,35.0,1
4905,Marathahalli,1583.0,3.0,109.0,3
4906,Marathahalli,1075.0,2.0,52.43,2
4907,Marathahalli,1360.0,2.0,103.0,2
4908,Marathahalli,1220.0,2.0,58.5,2
4909,Marathahalli,950.0,2.0,45.68,2
4910,Marathahalli,615.0,1.0,44.0,1
4911,Marathahalli,1595.0,3.0,90.0,3
4912,Marathahalli,1350.0,2.0,89.0,2
4913,Marathahalli,1020.0,2.0,57.0,2
4914,Marathahalli,1600.0,3.0,88.0,2
4915,Marathahalli,780.0,1.0,55.0,1
4916,Marathahalli,1710.0,3.0,100.0,3
4918,Marathahalli,1358.0,2.0,81.0,2
4919,Marathahalli,1205.0,2.0,75.0,2
4920,Marathahalli,1730.0,3.0,110.0,3
4921,Marathahalli,1583.0,3.0,115.0,3
4922,Marathahalli,1200.0,2.0,67.0,2
4923,Marathahalli,1095.0,2.0,60.0,2
4924,Marathahalli,1060.0,2.0,48.0,2
4925,Marathahalli,1050.0,2.0,65.0,2
4926,Marathahalli,1102.0,2.0,53.67,2
4927,Marathahalli,1026.0,2.0,49.95,2
4930,Marathahalli,1220.0,2.0,59.0,2
4931,Marathahalli,881.0,2.0,48.06,2
4933,Marathahalli,1710.0,3.0,100.0,3
4934,Marathahalli,1680.0,3.0,105.0,3
4935,Marathahalli,1910.0,3.0,119.0,3
4936,Marathahalli,1602.0,2.0,104.0,2
4937,Marathahalli,700.0,1.0,38.0,1
4938,Marathahalli,1469.0,3.0,89.0,3
4940,Marathahalli,1690.0,3.0,116.0,3
4941,Marathahalli,1065.0,2.0,55.0,2
4942,Marathahalli,1693.0,3.0,125.0,3
4943,Marathahalli,1693.0,3.0,125.0,3
4944,Marathahalli,1196.0,2.0,57.9,2
4945,Marathahalli,1595.0,3.0,88.0,3
4946,Marathahalli,2122.0,3.0,125.0,3
4947,Marathahalli,1730.0,3.0,115.0,3
4950,Marathahalli,1125.0,2.0,55.0,2
4951,Marathahalli,1950.0,3.0,115.0,3
4952,Marathahalli,1250.0,2.0,68.0,2
4953,Marathahalli,1125.0,2.0,56.8,2
4954,Marathahalli,1350.0,2.0,90.0,2
4955,Marathahalli,1200.0,2.0,53.0,2
4956,Marathahalli,2500.0,5.0,175.0,4
4957,Marathahalli,957.0,2.0,47.0,2
4960,Marathahalli,1350.0,2.0,60.0,2
4961,Marathahalli,3400.0,4.0,235.0,4
4962,Marathahalli,1350.0,2.0,99.0,2
4964,Marathahalli,1285.0,2.0,55.0,2
4965,Marathahalli,2500.0,5.0,181.0,4
4966,Marathahalli,3800.0,4.0,235.0,4
4967,Marathahalli,3951.0,4.0,230.0,4
4968,Marathahalli,1125.0,2.0,54.8,2
4969,Marathahalli,1700.0,3.0,126.0,3
4971,Marathahalli,1270.0,2.0,73.0,2
4973,Marathahalli,950.0,2.0,46.7,2
4974,Marathahalli,1550.0,3.0,85.0,3
4975,Marathahalli,1019.0,2.0,49.86,2
4976,Marathahalli,1144.0,2.0,65.0,2
4977,Marathahalli,1240.0,2.0,55.0,2
4978,Marathahalli,1100.0,2.0,75.0,1
4979,Marathahalli,1156.0,2.0,52.0,2
4980,Marathahalli,2524.0,5.0,180.0,4
4981,Marathahalli,1135.0,2.0,60.0,2
4982,Marathahalli,1839.0,3.0,130.0,3
4983,Marathahalli,1170.0,2.0,85.0,2
4984,Marathahalli,1102.0,2.0,53.67,2
4985,Marathahalli,1108.0,2.0,60.0,3
4986,Marathahalli,1449.0,3.0,110.0,3
4987,Marathahalli,1360.0,2.0,101.0,2
4988,Marathahalli,1026.0,2.0,50.18,2
4991,Marathahalli,1270.0,2.0,80.0,2
4992,Marathahalli,1100.0,2.0,50.0,2
4993,Marathahalli,1196.0,2.0,57.95,2
4995,Marathahalli,1485.0,2.0,90.0,3
4996,Marathahalli,1146.0,2.0,69.0,2
4997,Margondanahalli,1090.0,2.0,58.0,2
4998,Margondanahalli,1200.0,2.0,58.5,2
4999,Margondanahalli,1200.0,2.0,67.0,2
5000,Margondanahalli,1200.0,2.0,65.0,3
5001,Margondanahalli,1000.0,2.0,57.0,2
5003,Margondanahalli,1200.0,2.0,69.0,2
5004,Margondanahalli,900.0,2.0,49.0,2
5005,Margondanahalli,1140.0,2.0,60.0,2
5006,Margondanahalli,1100.0,2.0,55.0,2
5007,Margondanahalli,1152.0,1.0,66.0,2
5009,Margondanahalli,1200.0,2.0,65.0,2
5010,Margondanahalli,1050.0,2.0,58.0,2
5011,Margondanahalli,1160.0,2.0,65.0,2
5012,Margondanahalli,1334.0,2.0,67.76,2
5013,Marsur,1800.0,4.0,145.0,4
5014,Marsur,1200.0,3.0,90.0,3
5015,Marsur,1200.0,3.0,120.0,3
5016,Mico Layout,5000.0,9.0,210.0,9
5017,Mico Layout,1550.0,2.0,65.0,3
5018,Mico Layout,1125.0,2.0,40.0,2
5019,Mico Layout,1190.0,2.0,39.25,2
5020,Mico Layout,800.0,1.0,29.5,1
5021,Mico Layout,1250.0,2.0,44.0,3
5022,Mico Layout,1171.0,2.0,39.0,2
5023,Mico Layout,1200.0,2.0,53.5,2
5024,Mico Layout,1670.0,3.0,59.0,3
5025,Mico Layout,1140.0,2.0,43.0,2
5026,Munnekollal,1170.0,2.0,52.0,2
5027,Munnekollal,1102.0,2.0,53.67,2
5028,Munnekollal,1390.0,3.0,68.0,3
5029,Munnekollal,1200.0,2.0,49.5,2
5030,Munnekollal,950.0,2.0,46.5,2
5031,Munnekollal,1560.0,3.0,75.0,3
5032,Munnekollal,1750.0,3.0,86.5,3
5033,Munnekollal,1385.0,2.0,66.5,3
5034,Munnekollal,1080.0,2.0,45.0,2
5035,Munnekollal,1170.0,2.0,59.0,2
5037,Munnekollal,1200.0,2.0,57.9,3
5038,Munnekollal,1030.0,2.0,50.36,2
5039,Murugeshpalya,1296.0,2.0,81.0,2
5040,Murugeshpalya,1550.0,3.0,74.0,3
5041,Murugeshpalya,1845.0,3.0,91.0,3
5042,Murugeshpalya,1185.0,2.0,85.0,2
5043,Murugeshpalya,1225.0,2.0,48.0,2
5044,Murugeshpalya,1930.0,3.0,75.0,3
5045,Murugeshpalya,1600.0,2.0,65.0,3
5046,Murugeshpalya,1344.0,2.0,56.0,3
5047,Murugeshpalya,1500.0,2.0,70.0,3
5048,Murugeshpalya,1855.0,3.0,96.0,3
5049,Murugeshpalya,1175.0,2.0,75.0,2
5050,Mysore Road,1175.0,2.0,73.5,2
5051,Mysore Road,1710.0,4.0,91.31,3
5052,Mysore Road,1020.0,2.0,48.95,2
5053,Mysore Road,1175.0,2.0,73.5,2
5054,Mysore Road,1070.0,2.0,45.0,2
5055,Mysore Road,1239.0,2.0,53.0,2
5056,Mysore Road,1060.0,2.0,62.0,2
5057,Mysore Road,980.0,2.0,45.47,2
5058,Mysore Road,883.0,2.0,40.0,2
5059,Mysore Road,1525.0,3.0,96.0,3
5060,Mysore Road,1200.0,2.0,65.0,2
5064,Mysore Road,883.0,2.0,40.95,2
5065,Mysore Road,1070.0,2.0,49.65,2
5067,Mysore Road,883.0,2.0,50.0,2
5068,Mysore Road,1155.0,2.0,51.0,2
5069,Mysore Road,1003.0,2.0,43.0,2
5070,Mysore Road,1237.0,2.0,73.0,2
5071,Mysore Road,883.0,2.0,45.0,2
5072,Mysore Road,1170.0,2.0,65.0,2
5073,Mysore Road,1029.5,2.0,50.855,2
5074,Mysore Road,940.0,2.0,43.61,2
5076,Mysore Road,1020.0,2.0,48.95,2
5077,Mysore Road,1568.0,2.0,100.0,3
5079,Mysore Road,1560.0,2.0,83.3,3
5080,Mysore Road,1175.0,2.0,70.5,2
5081,Mysore Road,1080.0,2.0,60.0,3
5083,Mysore Road,883.0,2.0,37.0,2
5085,NGR Layout,1020.0,2.0,45.9,2
5086,NGR Layout,1105.0,2.0,49.73,2
5087,NGR Layout,1022.0,2.0,45.9,2
5088,NGR Layout,1020.0,2.0,45.0,2
5089,NGR Layout,1019.0,2.0,45.9,2
5090,NGR Layout,1020.0,2.0,46.0,2
5091,NGR Layout,1021.0,2.0,46.0,2
5092,NGR Layout,1021.0,2.0,45.9,2
5093,NRI Layout,1565.0,2.0,75.0,3
5094,NRI Layout,2500.0,5.0,130.0,5
5095,NRI Layout,1125.0,2.0,45.56,2
5096,NRI Layout,2150.0,4.0,115.0,4
5097,NRI Layout,1250.0,2.0,75.0,2
5098,NRI Layout,1789.0,3.0,75.0,3
5099,NRI Layout,1731.0,3.0,64.11,3
5100,NRI Layout,2400.0,2.0,125.0,2
5101,NRI Layout,2700.0,5.0,95.75,4
5102,Nagarbhavi,1630.0,2.0,98.0,3
5103,Nagarbhavi,1350.0,3.0,150.0,3
5104,Nagarbhavi,1200.0,2.0,150.0,2
5106,Nagarbhavi,2400.0,3.0,160.0,3
5107,Nagarbhavi,884.0,2.0,36.0,1
5108,Nagarbhavi,1055.0,2.0,55.0,2
5110,Nagarbhavi,1223.0,2.0,60.0,2
5111,Nagarbhavi,956.0,2.0,49.0,2
5113,Nagarbhavi,1200.0,2.0,150.0,2
5114,Nagarbhavi,1400.0,2.0,85.0,3
5116,Nagarbhavi,1145.0,2.0,40.0,2
5117,Nagarbhavi,710.0,2.0,40.0,1
5119,Nagarbhavi,1212.0,2.0,50.0,2
5120,Nagarbhavi,1020.0,2.0,55.0,2
5122,Nagarbhavi,1120.0,2.0,53.0,2
5124,Nagarbhavi,1146.0,2.0,50.0,2
5126,Nagarbhavi,1190.0,2.0,63.0,2
5128,Nagarbhavi,1050.0,2.0,80.0,2
5129,Nagarbhavi,2500.0,3.0,180.0,5
5132,Nagarbhavi,1400.0,2.0,135.0,3
5134,Nagarbhavi,1100.0,2.0,46.2,2
5135,Nagarbhavi,1080.0,2.0,49.0,2
5136,Nagarbhavi,1800.0,3.0,180.0,4
5137,Nagarbhavi,1225.0,2.0,58.0,2
5138,Nagasandra,980.0,2.0,48.0,2
5139,Nagasandra,2400.0,4.0,145.0,4
5140,Nagasandra,7000.0,8.0,450.0,4
5141,Nagasandra,1650.0,3.0,95.0,3
5142,Nagasandra,1500.0,2.0,91.0,2
5143,Nagavara,400.0,1.0,14.0,1
5144,Nagavara,2172.65,3.0,120.0,4
5146,Nagavara,2319.0,3.0,180.0,3
5147,Nagavara,2430.0,4.0,180.0,3
5148,Nagavara,936.0,2.0,40.2,2
5149,Nagavara,1125.0,2.0,44.5,2
5150,Nagavara,1315.0,2.0,70.0,2
5151,Nagavara,1077.0,2.0,50.0,2
5152,Nagavara,2496.0,4.0,125.0,4
5153,Nagavara,1110.0,2.0,44.95,2
5154,Nagavara,1247.0,2.0,58.56,2
5155,Nagavarapalya,1392.0,2.0,99.0,2
5156,Nagavarapalya,705.0,1.0,52.5,1
5157,Nagavarapalya,1300.0,3.0,80.0,3
5158,Nagavarapalya,705.0,1.0,57.0,1
5159,Nagavarapalya,705.0,1.0,55.0,1
5160,Nagavarapalya,705.0,1.0,57.0,1
5161,Nagavarapalya,1335.0,2.0,110.0,2
5162,Nagavarapalya,1260.0,2.0,85.5,2
5163,Narayanapura,1308.0,2.0,89.04,2
5164,Narayanapura,1566.0,3.0,83.3,3
5165,Narayanapura,1485.0,3.0,85.0,3
5166,Narayanapura,1302.0,2.0,69.1,2
5167,Narayanapura,1308.0,2.0,89.04,2
5168,Narayanapura,2357.0,3.0,135.0,3
5169,Narayanapura,2357.0,3.0,135.0,3
5170,Narayanapura,1469.0,2.0,99.14,2
5171,Neeladri Nagar,1053.0,2.0,45.0,2
5172,Neeladri Nagar,1363.0,2.0,68.0,2
5173,Neeladri Nagar,2556.0,3.0,133.0,3
5174,Neeladri Nagar,674.0,1.0,21.0,1
5175,Neeladri Nagar,527.0,1.0,26.0,1
5176,Neeladri Nagar,1167.0,2.0,38.0,3
5177,Neeladri Nagar,1060.0,2.0,35.0,2
5178,Neeladri Nagar,640.0,1.0,20.5,1
5179,Neeladri Nagar,4000.0,12.0,160.0,10
5180,Neeladri Nagar,1105.0,2.0,30.0,2
5181,Neeladri Nagar,1100.0,2.0,30.0,2
5182,Neeladri Nagar,2111.0,3.0,103.0,3
5183,Nehru Nagar,1775.0,3.0,110.0,3
5184,Nehru Nagar,2363.0,5.0,120.0,4
5185,Nehru Nagar,2342.0,3.0,115.0,4
5186,Nehru Nagar,967.0,2.0,41.1,2
5187,Nehru Nagar,1374.0,3.0,72.0,3
5188,Nehru Nagar,1674.0,3.0,90.0,3
5189,Nehru Nagar,1269.0,2.0,63.0,3
5190,Nehru Nagar,1100.0,2.0,50.0,2
5191,Nehru Nagar,1674.0,3.0,81.0,3
5192,OMBR Layout,2420.0,3.0,185.0,3
5193,OMBR Layout,1078.0,2.0,65.0,2
5194,OMBR Layout,1101.0,2.0,65.5,2
5195,OMBR Layout,1041.0,2.0,65.5,2
5196,OMBR Layout,1300.0,2.0,80.0,2
5197,OMBR Layout,1085.0,2.0,64.0,2
5198,OMBR Layout,1855.0,3.0,145.0,3
5199,OMBR Layout,1050.0,2.0,48.0,2
5201,OMBR Layout,1165.0,2.0,88.5,2
5202,OMBR Layout,1101.0,2.0,66.0,2
5203,OMBR Layout,3400.0,4.0,275.0,4
5205,Old Airport Road,2732.0,4.0,204.0,4
5207,Old Airport Road,3356.0,4.0,251.0,4
5208,Old Airport Road,1206.0,2.0,75.0,2
5209,Old Airport Road,2774.0,4.0,207.0,4
5210,Old Airport Road,2690.0,4.0,191.0,4
5211,Old Airport Road,2690.0,4.0,199.0,4
5212,Old Airport Road,1655.0,2.0,97.65,2
5213,Old Airport Road,1075.0,2.0,60.0,2
5214,Old Airport Road,1858.0,2.0,167.0,3
5215,Old Airport Road,1150.0,2.0,90.0,2
5216,Old Airport Road,2690.0,4.0,191.0,4
5217,Old Airport Road,2658.0,5.0,187.0,4
5218,Old Airport Road,946.0,2.0,58.0,2
5219,Old Airport Road,2774.0,4.0,208.0,4
5220,Old Airport Road,2774.0,4.0,208.0,4
5221,Old Airport Road,3200.0,4.0,280.0,4
5222,Old Airport Road,2690.0,4.0,201.0,4
5223,Old Airport Road,1145.0,2.0,75.0,2
5224,Old Airport Road,2732.0,4.0,194.0,4
5225,Old Airport Road,2658.0,5.0,189.0,4
5226,Old Airport Road,2774.0,4.0,197.0,4
5227,Old Airport Road,3496.0,4.0,262.0,4
5228,Old Airport Road,2774.0,4.0,197.0,4
5229,Old Airport Road,2732.0,4.0,204.0,4
5230,Old Airport Road,1798.0,3.0,150.0,3
5231,Old Airport Road,2774.0,4.0,208.0,4
5232,Old Airport Road,1184.0,2.0,78.0,2
5233,Old Airport Road,3504.0,4.0,262.0,4
5234,Old Airport Road,1055.0,2.0,75.0,2
5235,Old Madras Road,1425.0,2.0,94.0,3
5236,Old Madras Road,3715.0,6.0,224.5,4
5239,Old Madras Road,935.0,2.0,45.0,2
5241,Old Madras Road,1720.0,3.0,100.0,3
5242,Old Madras Road,1200.0,2.0,72.0,2
5243,Old Madras Road,1225.0,2.0,53.55,2
5244,Old Madras Road,1100.0,2.0,70.0,2
5245,Old Madras Road,2760.0,5.0,157.0,3
5246,Old Madras Road,1171.0,2.0,75.0,2
5247,Old Madras Road,935.0,2.0,45.0,2
5248,Old Madras Road,4500.0,7.0,294.0,5
5250,Old Madras Road,1065.0,2.0,47.86,2
5251,Old Madras Road,2010.0,3.0,125.0,4
5253,Old Madras Road,1480.0,2.0,84.0,3
5254,Old Madras Road,2990.0,5.0,210.0,3
5255,Old Madras Road,1210.0,2.0,74.0,2
5256,Old Madras Road,1171.0,2.0,72.0,2
5258,Old Madras Road,1480.0,3.0,95.0,3
5260,Old Madras Road,1210.0,2.0,80.0,2
5261,Old Madras Road,1859.0,3.0,121.0,3
5262,Old Madras Road,2990.0,5.0,173.0,3
5265,Old Madras Road,2300.0,3.0,142.0,3
5267,Old Madras Road,1210.0,2.0,80.0,2
5268,Old Madras Road,1210.0,2.0,77.0,2
5269,Old Madras Road,5020.0,7.0,287.0,5
5271,Old Madras Road,1330.0,2.0,74.0,2
5272,Old Madras Road,1720.0,3.0,106.0,3
5273,Old Madras Road,2640.0,5.0,150.0,3
5274,Old Madras Road,2990.0,3.0,170.0,3
5276,Old Madras Road,1171.0,2.0,73.0,2
5277,Old Madras Road,1630.0,3.0,110.0,3
5278,Old Madras Road,1165.0,2.0,52.0,2
5279,Old Madras Road,2640.0,2.0,170.0,2
5280,Old Madras Road,1165.0,2.0,51.42,2
5281,Padmanabhanagar,1020.0,2.0,63.0,2
5282,Padmanabhanagar,1176.0,2.0,62.0,2
5283,Padmanabhanagar,1258.0,2.0,115.0,2
5285,Padmanabhanagar,1100.0,2.0,65.0,2
5286,Padmanabhanagar,3400.0,3.0,210.0,4
5290,Padmanabhanagar,4500.0,4.0,360.0,3
5291,Padmanabhanagar,1200.0,2.0,60.0,2
5293,Padmanabhanagar,1000.0,1.0,90.0,2
5294,Padmanabhanagar,1067.0,2.0,52.0,2
5298,Padmanabhanagar,1100.0,2.0,60.0,2
5299,Padmanabhanagar,2051.0,3.0,180.0,3
5300,Padmanabhanagar,2051.0,3.0,170.0,3
5301,Pai Layout,1006.0,2.0,35.0,2
5302,Pai Layout,1550.0,2.0,90.0,3
5303,Pai Layout,1050.0,2.0,40.0,2
5304,Pai Layout,1400.0,2.0,67.0,3
5305,Pai Layout,1100.0,2.0,50.0,2
5306,Pai Layout,1255.0,2.0,80.0,2
5307,Pai Layout,1075.0,2.0,35.0,2
5308,Pai Layout,1400.0,2.0,57.5,2
5309,Pai Layout,1175.0,2.0,60.0,2
5310,Pai Layout,810.0,2.0,34.5,2
5311,Pai Layout,1000.0,2.0,34.0,2
5312,Pai Layout,1000.0,2.0,42.0,2
5313,Pai Layout,3800.0,6.0,175.0,6
5314,Pai Layout,1068.0,2.0,48.0,2
5315,Pai Layout,1510.0,2.0,65.0,3
5318,Panathur,1359.0,2.0,87.0,2
5319,Panathur,1438.0,2.0,100.0,2
5320,Panathur,1688.0,3.0,118.0,3
5322,Panathur,1198.0,2.0,77.0,2
5323,Panathur,1180.0,2.0,70.0,2
5324,Panathur,1546.0,3.0,99.0,3
5326,Panathur,1000.0,2.0,65.3,2
5327,Panathur,1109.0,2.0,63.0,2
5328,Panathur,1000.0,2.0,68.0,2
5329,Panathur,1255.0,2.0,79.0,2
5330,Panathur,1205.0,2.0,62.9,2
5331,Panathur,1198.0,2.0,82.0,2
5332,Panathur,1235.0,2.0,65.0,2
5333,Panathur,1210.0,2.0,80.0,2
5334,Panathur,1210.0,2.0,77.0,2
5335,Panathur,661.0,1.0,40.0,1
5336,Panathur,1210.0,2.0,78.0,2
5338,Panathur,1050.0,2.0,60.0,2
5339,Panathur,1398.0,2.0,97.0,2
5340,Panathur,1065.0,2.0,58.0,2
5341,Panathur,1007.0,2.0,64.0,2
5342,Panathur,1210.0,2.0,77.93,2
5343,Panathur,1230.0,2.0,80.0,2
5344,Panathur,980.0,2.0,57.0,2
5345,Panathur,1075.0,2.0,60.0,2
5346,Panathur,1210.0,2.0,69.0,2
5347,Panathur,1343.0,2.0,76.0,2
5348,Parappana Agrahara,1194.0,2.0,47.0,2
5349,Parappana Agrahara,1194.0,2.0,47.0,2
5350,Parappana Agrahara,1194.0,2.0,46.0,2
5351,Parappana Agrahara,1194.0,2.0,47.0,2
5352,Parappana Agrahara,1194.0,2.0,46.0,2
5353,Parappana Agrahara,1194.0,2.0,47.0,2
5354,Parappana Agrahara,1194.0,2.0,47.0,2
5355,Parappana Agrahara,1092.0,2.0,43.0,2
5356,Parappana Agrahara,1194.0,2.0,46.0,2
5357,Parappana Agrahara,1194.0,2.0,47.0,2
5358,Parappana Agrahara,1194.0,2.0,47.0,2
5359,Parappana Agrahara,1194.0,2.0,46.0,2
5360,Parappana Agrahara,1194.0,2.0,46.0,2
5361,Pattandur Agrahara,1550.0,2.0,80.0,3
5362,Pattandur Agrahara,1025.0,2.0,44.5,2
5363,Pattandur Agrahara,1247.0,2.0,59.8,2
5364,Pattandur Agrahara,900.0,2.0,42.0,2
5365,Pattandur Agrahara,1302.0,2.0,66.0,2
5366,Pattandur Agrahara,1550.0,2.0,80.0,3
5367,Pattandur Agrahara,1247.0,2.0,62.35,2
5368,Pattandur Agrahara,1350.0,2.0,68.0,2
5369,Poorna Pragna Layout,920.0,2.0,39.55,2
5372,Poorna Pragna Layout,1160.0,2.0,46.39,2
5375,Poorna Pragna Layout,965.0,2.0,48.0,2
5380,Poorna Pragna Layout,1160.0,2.0,46.39,2
5382,Poorna Pragna Layout,1160.0,2.0,46.39,2
5385,Poorna Pragna Layout,960.0,2.0,50.0,2
5387,Prithvi Layout,2028.0,4.0,162.0,4
5388,Prithvi Layout,1352.0,2.0,87.5,2
5389,Prithvi Layout,1190.0,2.0,68.0,2
5390,Prithvi Layout,1352.0,2.0,85.0,2
5391,Prithvi Layout,1352.0,2.0,75.0,2
5392,Prithvi Layout,2273.0,4.0,220.0,3
5393,Prithvi Layout,1352.0,3.0,93.0,2
5394,Prithvi Layout,2273.0,4.0,192.0,3
5395,Prithvi Layout,1352.0,2.0,72.0,2
5398,R.T. Nagar,1200.0,2.0,120.0,2
5400,R.T. Nagar,1040.0,2.0,46.0,2
5401,R.T. Nagar,1200.0,2.0,45.0,2
5402,R.T. Nagar,1235.0,2.0,65.0,2
5403,R.T. Nagar,1140.0,3.0,130.0,3
5404,R.T. Nagar,970.0,2.0,55.0,2
5405,R.T. Nagar,1560.0,3.0,125.0,3
5406,R.T. Nagar,1200.0,2.0,60.0,2
5409,R.T. Nagar,1200.0,3.0,140.0,3
5410,R.T. Nagar,1100.0,3.0,125.0,2
5411,R.T. Nagar,1150.0,2.0,72.0,2
5412,R.T. Nagar,1500.0,4.0,185.0,4
5413,R.T. Nagar,3600.0,8.0,165.0,9
5414,R.T. Nagar,1080.0,2.0,48.0,2
5415,R.T. Nagar,1325.0,2.0,52.0,2
5417,R.T. Nagar,1300.0,3.0,145.0,3
5419,R.T. Nagar,1100.0,2.0,85.0,2
5420,R.T. Nagar,1667.0,3.0,130.0,3
5421,Rachenahalli,1050.0,2.0,52.07,2
5423,Rachenahalli,1050.0,2.0,55.5,2
5425,Rachenahalli,1050.0,2.0,53.5,2
5427,Rachenahalli,1220.0,2.0,59.5,2
5428,Rachenahalli,1050.0,2.0,52.5,2
5430,Rachenahalli,1050.0,2.0,52.1,2
5431,Rachenahalli,1050.0,2.0,53.5,2
5432,Rachenahalli,1113.0,2.0,55.0,2
5433,Rachenahalli,3657.0,5.0,220.0,4
5437,Rachenahalli,680.0,1.0,32.64,1
5438,Rachenahalli,412.5,1.0,19.8,1
